location,date,depth_group,mean_chlorophyll_a,std_chlorophyll_a,measurement_count
WP,2021-07-13,Lower Photic,1.649704760367306,0.3521175802296659,10
WP,2021-07-13,Deep,0.6031591650504503,0.1108133870423539,28
WP,2021-08-10,Surface,1.5828429509512736,0.5346833966638873,10
WP,2021-08-10,Mid-Depth,1.9220888903437905,0.0977069544062164,10
WP,2021-08-10,Lower Photic,1.9370829061979,0.4546376136047019,10
WP,2021-08-10,Deep,1.1367855980746433,0.4279206061518148,28
WP,2021-09-07,Surface,1.324488275523107,0.4140455539797912,10
WP,2021-09-07,Mid-Depth,1.896081336010365,0.2660068279643482,10
WP,2021-09-07,Lower Photic,1.313272895151016,0.1830725115532882,10
WP,2021-09-07,Deep,0.7163553626223406,0.2137363115099279,28
WP,2021-10-12,Surface,1.0341519358928033,0.4607649957808694,10
WP,2021-10-12,Mid-Depth,2.8081362755726738,0.5243001697421568,10
WP,2021-10-12,Lower Photic,2.701126940795666,0.7527088460752265,10
WP,2021-10-12,Deep,0.8854736826159187,0.4112908277948231,28
WP,2021-11-09,Surface,1.6020413463186205,0.5008894111602258,10
WP,2021-11-09,Mid-Depth,2.996261251619585,0.1949193023784438,10
WP,2021-11-09,Lower Photic,2.9757296355366503,0.1639082405711155,10
WP,2021-11-09,Deep,1.0510702121714603,0.6267395862352182,28
WP,2021-12-07,Surface,2.1932267316187493,0.7402299355123936,10
WP,2021-12-07,Mid-Depth,5.708410397101271,1.658283263882242,10
WP,2021-12-07,Lower Photic,5.72246318146607,0.2576615620425803,10
WP,2021-12-07,Deep,4.210682412724922,4.732635450964167,28
WP,2022-01-18,Surface,2.082052213099025,0.6198357483109923,10
WP,2022-01-18,Mid-Depth,2.567837607694997,0.2831281555834013,10
WP,2022-01-18,Lower Photic,1.859019672947292,0.1672466369120268,10
WP,2022-01-18,Deep,1.2529444704605557,0.3812652949836318,28
WP,2022-02-08,Surface,1.6650291460083602,0.2748235001248944,10
WP,2022-02-08,Mid-Depth,2.434412858716656,0.1230901323012337,10
WP,2022-02-08,Lower Photic,1.956891216452648,0.0780584904638936,10
WP,2022-02-08,Deep,1.5649202737357104,0.4753005990852058,28
WP,2022-03-08,Surface,1.8294727866028453,0.7116839613706819,10
WP,2022-03-08,Mid-Depth,2.428012072325829,0.6328523278136452,10
WP,2022-03-08,Lower Photic,1.284467909912193,0.141890775919987,10
WP,2022-03-08,Deep,0.8320992165168976,0.2505891884629017,28
WP,2022-04-05,Surface,1.003347754858981,0.2324921274267204,10
WP,2022-04-05,Mid-Depth,1.9274961457240216,0.1013996045618601,10
WP,2022-04-05,Lower Photic,2.035176371945138,0.187746392277965,10
WP,2022-04-05,Deep,0.8968594793881169,0.2904496164117454,28
WP,2022-05-10,Surface,1.169748594503169,0.5578658808990711,10
WP,2022-05-10,Mid-Depth,1.1950470333294494,0.2196670067234111,10
WP,2022-05-10,Lower Photic,0.9769549184165218,0.1562892832648786,10
WP,2022-05-10,Deep,0.6819058554287543,0.1709005148254611,28
WP,2022-06-14,Surface,1.582729826770524,0.2204657973443856,10
WP,2022-06-14,Mid-Depth,1.648629516863495,0.0569638800214104,10
WP,2022-06-14,Lower Photic,1.124283987625239,0.2073975853440047,10
WP,2022-06-14,Deep,0.6277487263968259,0.1208928311930214,28
WP,2022-07-12,Surface,1.1599093581926236,0.3689540368743787,10
WP,2022-07-12,Mid-Depth,1.491346745169371,0.0502088781976968,10
WP,2022-07-12,Lower Photic,1.379209040777169,0.0586420413715062,10
WP,2022-07-12,Deep,0.6634902423662147,0.1780719020186005,28
WP,2022-08-09,Surface,1.3401750187043144,0.3945225268936392,10
WP,2022-08-09,Mid-Depth,1.9835104502221832,0.1117965036502784,10
WP,2022-08-09,Lower Photic,1.760939882004947,0.1679357441135642,10
WP,2022-08-09,Deep,0.8669983400831276,0.4065945252124426,28
WP,2022-09-06,Surface,1.421275934535192,0.4105482291851255,10
WP,2022-09-06,Mid-Depth,1.4829955838458049,0.2518873076638436,10
WP,2022-09-06,Lower Photic,1.0329163610582204,0.0340693109476896,10
WP,2022-09-06,Deep,0.77088726771657,0.2544868703593512,28
WP,2022-10-18,Surface,1.771651447509493,0.6629704075692128,10
WP,2022-10-18,Mid-Depth,2.541655575239557,0.0706886006265082,10
WP,2022-10-18,Lower Photic,1.685908195740011,0.3873980182958798,10
WP,2022-10-18,Deep,0.7813433373496033,0.2725045449719759,28
WP,2022-11-08,Surface,1.8347629566797896,0.5103814994454352,10
WP,2022-11-08,Mid-Depth,1.785782288415494,0.1868358280424959,10
WP,2022-11-08,Lower Photic,1.655732453962587,0.1167380987974984,10
WP,2022-11-08,Deep,1.0442238250674092,0.3826271439581626,28
WP,2022-12-06,Surface,1.4611526856385866,0.46893300492441,10
WP,2022-12-06,Mid-Depth,2.422397939498481,0.1272242537351836,10
WP,2022-12-06,Lower Photic,2.594603458113105,0.1078999762207068,10
WP,2022-12-06,Deep,1.5575472632006646,0.9707281090053024,28
WP,2023-01-17,Surface,1.7203248757695615,0.5701109680631001,10
WP,2023-01-17,Mid-Depth,3.3108771132284955,0.2333662432385727,10
WP,2023-01-17,Lower Photic,3.0328456193414786,0.3207600048340172,10
WP,2023-01-17,Deep,1.8752214555839355,0.6454971179723094,28
WP,2023-02-14,Surface,2.020706731684752,0.6785280497037111,10
WP,2023-02-14,Mid-Depth,2.633516994979591,0.1333923837035835,10
WP,2023-02-14,Lower Photic,2.532941570930357,0.1335508137748575,10
WP,2023-02-14,Deep,2.009452131424481,0.4169376949822523,28
WP,2023-03-14,Surface,1.5791574271697617,0.4637592643272465,10
WP,2023-03-14,Mid-Depth,2.072951752760076,0.1799101456625402,10
WP,2023-03-14,Lower Photic,2.1478705518948287,0.0728928446339422,10
WP,2023-03-14,Deep,1.4199400197148666,0.3716637398717854,28
WP,2023-04-11,Surface,0.5775688472529223,0.0847948906754474,10
WP,2023-04-11,Mid-Depth,1.0165391878579464,0.1417640364288916,10
WP,2023-04-11,Lower Photic,1.452573295639716,0.3330110265875195,10
WP,2023-04-11,Deep,1.1970870285002768,0.6169648594879616,28
WP,2023-05-09,Surface,1.2642645122211849,0.3556322917356584,10
WP,2023-05-09,Mid-Depth,1.5624950103608772,0.0945715512448241,10
WP,2023-05-09,Lower Photic,1.4540872640286842,0.1447735644273025,10
WP,2023-05-09,Deep,1.0412138787199017,0.3793521288755741,28
WP,2023-06-13,Surface,1.0324592615115786,0.3357192610114698,10
WP,2023-06-13,Mid-Depth,2.2130088725785777,0.2392854999656907,10
WP,2023-06-13,Lower Photic,1.563338404998214,0.2005876747483417,10
WP,2023-06-13,Deep,0.8165505195448003,0.221747462332164,28
WP,2023-07-18,Surface,2.038186107100147,0.8337254421703425,10
WP,2023-07-18,Mid-Depth,3.139111408025427,0.4294750820400047,10
WP,2023-07-18,Lower Photic,1.2394312655893736,0.3556183995866952,10
WP,2023-07-18,Deep,0.7757198332155185,0.2332537456439746,28
WP,2023-08-16,Surface,2.4478875503445585,0.2095885989479761,10
WP,2023-08-16,Mid-Depth,2.022268686727033,0.2047586474578041,10
WP,2023-08-16,Lower Photic,1.515436489121465,0.0983914327097151,10
WP,2023-08-16,Deep,0.6598644952189383,0.1747697971429064,28
WP,2023-09-05,Surface,2.0618292829342493,0.7890496895792927,10
WP,2023-09-05,Mid-Depth,6.669905004573371,6.175082695756173,10
WP,2023-09-05,Lower Photic,1.650977698846854,0.240179884133384,10
WP,2023-09-05,Deep,0.6086657389709081,0.162670806860336,28
WP,2023-10-18,Surface,17.47551147678559,7.1308102247439695,10
WP,2023-10-18,Mid-Depth,25.97096576521396,0.6305036438878707,10
WP,2023-10-18,Lower Photic,19.263179426372453,5.370965873106346,10
WP,2023-10-18,Deep,7.596744743272741,2.719243099032112,28
WP,2023-11-14,Surface,2.2355193273023835,0.8274567711555123,10
WP,2023-11-14,Mid-Depth,3.5261527415481604,0.0998168205251925,10
WP,2023-11-14,Lower Photic,3.4542827150898474,0.2060566285874817,10
WP,2023-11-14,Deep,1.2037342279493028,0.8800965138008933,28
WP,2023-12-05,Surface,1.7470918416430046,0.6165351712808432,10
WP,2023-12-05,Mid-Depth,2.993940459353297,0.073884904478115,10
WP,2023-12-05,Lower Photic,2.775316350751484,0.0648797116591209,10
WP,2023-12-05,Deep,1.3118847192373868,0.8531114402466031,28
